Customer_ID,Competitor_Price,Price_Difference
1,46903.943286332506,1396.0567136674945
2,21295.742754973202,4.257245026798046
3,20591.29585689278,8.70414310722117
4,21483.306852159243,16.693147840756865
5,46207.211845478225,1392.7881545217751
6,46413.631675369536,1386.3683246304645
7,46692.37655095349,1407.6234490465067
8,47368.41210224305,1431.5878977569519
9,21292.246513079408,7.753486920591968
10,21194.29367157715,5.706328422849765
11,49872.4152766319,-972.4152766319021
12,46706.08969022043,1393.910309779567
13,20898.66945960599,1.3305403940103133
14,46600.27126504206,1399.728734957942
15,48891.279832232336,-991.279832232336
16,21489.89465729414,10.105342705861403
17,21899.978008721842,0.02199127815765678
18,21299.736096074084,0.26390392591565615
19,21591.08799703393,8.91200296606985
20,20613.914736339313,-13.914736339313095
21,20698.536986079704,1.463013920296362
22,46999.79390254648,1400.2060974535198
23,21191.564881050796,8.43511894920448
24,46873.53675218704,1426.463247812957
25,46992.26845094199,1407.7315490580077
26,46782.59586013122,1417.4041398687768
27,21290.359586565235,9.640413434764923
28,21086.00492490269,13.9950750973112
29,46983.37091002902,1416.6290899709784
30,49040.99580915457,-940.9958091545705
31,46491.249506421176,1408.7504935788238
32,21192.29965720325,7.700342796750192
33,49094.20509453809,-994.2050945380906
34,20693.08866261103,6.9113373889704235
35,47106.749199789876,1393.250800210124
36,20687.655324667212,12.344675332788029
37,20889.095034672016,10.904965327983518
38,46996.16700042425,1403.8329995757522
39,20889.071900498187,10.92809950181254
40,20986.963765653516,13.03623434648398
41,46569.119040351085,1430.8809596489155
42,46901.91305772464,1398.0869422753603
43,20981.278937838782,18.72106216121756
44,20704.723868243782,-4.723868243781908
45,22931.10503714879,-1131.1050371487909
46,20599.338839546715,0.6611604532845377
47,21184.966709297256,15.033290702744125
48,21382.002736099657,17.99726390034266
49,46886.21369481405,1413.786305185953
50,21796.20817147889,3.7918285211089824
51,21292.212418958923,7.787581041076919
52,46202.64160416788,1397.3583958321178
53,21790.181754658304,9.818245341695729
54,46870.80314797636,1429.1968520236405
55,21693.79098928062,6.209010719379876
56,49550.81224422979,-950.8122442297899
57,20982.93850281166,17.06149718834058
58,21692.377444512273,7.622555487727368
59,47106.81764093843,1393.1823590615677
60,21491.2557577362,8.744242263801425
61,21387.446661691298,12.553338308702223
62,20401.078740500263,-1.0787405002629384
63,20893.615508450745,6.384491549255472
64,20791.908654177005,8.091345822995208
65,21085.44038888093,14.559611119071633
66,46500.85754538105,1399.142454618952
67,46504.425511653986,1395.5744883460138
68,47381.62189428789,1418.3781057121087
69,20895.99261761943,4.0073823805687425
70,21396.401826337238,3.5981736627618375
71,21381.969176900693,18.030823099306872
72,47089.48916100671,1410.5108389932866
73,21884.94267781483,15.057322185170051
74,20693.966320338946,6.033679661053611
75,22287.648184087073,-1087.6481840870729
76,21488.738903044286,11.261096955713583
77,47183.17677769027,1416.8232223097293
78,21790.23926660542,9.76073339458162
79,20699.81862946338,0.18137053661848768
80,47088.333813396006,1411.666186603994
81,46900.63948192269,1399.3605180773084
82,46887.881577122884,1412.1184228771162
83,46777.83838022753,1422.1616197724725
84,46601.186145716965,1398.8138542830347
85,46793.39020831073,1406.6097916892686
86,20691.20240163474,8.797598365261365
87,21383.877220507915,16.1227794920851
88,21392.958779305045,7.041220694954973
89,46705.66494078376,1394.3350592162387
90,46509.95552635302,1390.04447364698
91,47392.0422185077,1407.9577814923032
92,21584.994294124746,15.005705875253625
93,47178.37649461291,1421.6235053870914
94,20898.60925965773,1.390740342270874
95,21297.5453540487,2.4546459513003356
96,46007.1624331628,1392.8375668372028
97,46595.130020491306,1404.869979508694
98,22064.159506136286,-1064.159506136286
99,49583.243310122285,-983.243310122285
100,21880.90643592662,19.09356407338055
101,21580.896250972255,19.103749027744925
102,47095.590770188406,1404.4092298115938
103,21391.777018417648,8.222981582352077
104,20889.473815076588,10.526184923412075
105,46598.99367677793,1401.006323222071
106,47482.22234251772,1417.7776574822783
107,47092.30470474776,1407.6952952522406
108,46705.358216124536,1394.6417838754642
109,46987.31314809673,1412.6868519032723
110,46786.81291403856,1413.1870859614428
111,47096.23291129988,1403.7670887001223
112,46504.75465934494,1395.245340655063
113,21095.165132896986,4.834867103014403
114,21690.79932505744,9.20067494256
115,50027.62495319593,-3027.624953195933
116,21692.39436147095,7.6056385290503385
117,21202.414998717435,-2.4149987174350827
118,49637.94193054902,-937.9419305490228
119,21478.66350021351,21.336499786488275
120,51046.138141495896,-3046.138141495896
121,21195.229924765496,4.770075234504475
122,21179.561557524627,20.43844247537345
123,20804.515813864236,495.4841861357636
124,51260.46055364324,-3060.4605536432427
125,46797.29140327402,1402.7085967259773
126,46597.009922090074,1402.9900779099262
127,46898.839861233166,1401.1601387668343
128,46892.47982108474,1407.5201789152634
129,47294.58441613306,1405.4155838669394
130,46604.81845959309,1395.181540406913
131,21493.05076939833,6.9492306016691145
132,20599.860128518696,0.13987148130399873
133,21096.528612429185,3.4713875708148407
134,20898.97261542729,1.0273845727097068
135,46696.405234049715,1403.5947659502854
136,46404.41862519969,1395.581374800313
137,47752.78103969726,1447.2189603027364
138,46497.391438453575,1402.6085615464253
139,46690.16592415705,1409.8340758429476
140,46708.287438296495,1391.7125617035053
141,21883.65074977427,16.34925022572861
142,46593.35859071389,1406.6414092861087
143,47175.09033922347,1424.9096607765314
144,46796.962680944,1403.0373190559985
145,21398.043301747486,1.9566982525138883
146,46895.59998338695,1404.40001661305
147,22384.506622225043,-1084.5066222250425
148,47084.84638356446,1415.153616435542
149,21588.617603186343,11.382396813656669
150,20691.582268328515,8.417731671484944
151,21299.618637590294,0.3813624097056163
152,21387.412840133733,12.58715986626703
153,46905.624845864746,1394.375154135254
154,46406.950486599184,1393.049513400816
155,46703.24558315023,1396.7544168497698
156,21194.029568590926,5.970431409074081
157,47773.05218241676,1426.947817583241
158,21691.00891348609,8.991086513909977
159,21392.31694840985,7.683051590149262
160,21697.445113744976,2.55488625502403
161,21003.262440347946,-3.2624403479458124
162,46995.476370041666,1404.523629958334
163,47183.47730593485,1416.5226940651482
164,21707.69285815841,-7.692858158410672
165,46501.71574564547,1398.2842543545266
166,46495.30929003648,1404.690709963521
167,21787.89174689768,12.108253102320305
168,21183.97510470714,16.024895292859583
169,51267.222466647465,-3067.222466647465
170,21183.68034438259,16.319655617411627
171,21483.147310149463,16.85268985053699
172,46617.61861414468,1382.3813858553185
173,21297.125640840586,2.8743591594138707
174,47287.66189290727,1412.338107092728
175,46116.75040040014,1383.2495995998615
176,46492.52074363516,1407.479256364837
177,22391.557796896108,8.442203103892098
178,21720.750659727408,-20.750659727407765
179,47001.092690677775,1398.907309322225
180,47092.04188569354,1407.958114306457
181,21673.66370431935,26.336295680648618
182,21297.686231155592,2.3137688444076048
183,46308.91723050475,1391.0827694952532
184,20784.931021890698,15.068978109302407
185,46218.160291809596,1381.839708190404
186,46706.43997576897,1393.560024231032
187,46813.64970488101,1386.3502951189876
188,20924.895444564754,-24.895444564754143
189,46889.65890636611,1410.3410936338914
190,47161.44947661917,1438.550523380829
191,21698.491106192418,1.5088938075823535
192,21890.941717639664,9.058282360336307
193,21195.887880812992,4.11211918700792
194,47291.18433135635,1408.8156686436487
195,46495.06668782924,1404.9333121707605
196,47580.12683108501,1419.8731689149936
197,21584.337810997255,15.662189002745436
198,46896.277147374334,1403.7228526256658
199,22037.11564476916,-1037.115644769161
200,21480.171702351323,19.828297648677108
201,21397.276925932005,2.723074067995185
202,47075.84984223161,1424.1501577683885
203,46397.05664214227,1402.94335785773
204,20493.751311836968,6.248688163032057
205,47105.81714392231,1394.1828560776921
206,21091.273823639913,8.726176360087265
207,46695.75966700252,1404.2403329974768
208,46600.79087971892,1399.209120281077
209,21298.77291448544,1.2270855145616224
210,20982.830494792317,17.16950520768296
211,22106.865260523766,-6.865260523765755
212,21283.107742979002,16.89225702099793
213,47274.55482630311,1425.4451736968913
214,47101.23063029225,1398.7693697077484
215,21716.56596964641,-16.56596964640994
216,46292.60805078418,1407.3919492158166
217,21496.78342330414,3.2165766958605673
218,21788.245338789387,11.75466121061254
219,47100.97344919687,1399.0265508031298
220,22574.664532236806,-1074.6645322368058
221,48974.06687043897,-974.0668704389682
222,51152.97088987127,-3052.9708898712706
223,21293.14814825287,6.85185174713115
224,47075.635880832626,1424.3641191673742
225,46894.14406437256,1405.8559356274418
226,46509.17739974134,1390.8226002586598
227,21788.382492701086,11.617507298913551
228,49116.67598645434,-1016.6759864543419
229,21186.792647873383,13.20735212661748
230,46796.8829587835,1403.117041216501
231,21883.318993134897,16.681006865102972
232,46801.024867186745,1398.9751328132552
233,46802.88501246745,1397.11498753255
234,21494.686572023256,5.3134279767436965
235,20699.40755263069,0.592447369308502
236,48861.16851937672,-961.1685193767189
237,20682.432602199337,17.567397800663457
238,21299.935166109444,0.06483389055574662
239,46904.85477928173,1395.1452207182665
240,45806.258456168965,1393.7415438310345
241,21388.276612797552,11.723387202448066
242,46985.02424915026,1414.9757508497423
243,21286.922870170692,13.077129829307523
244,21792.43273926791,7.567260732088471
245,21634.144989782486,-1034.144989782486
246,47102.39879222557,1397.6012077744308
247,46982.11565514967,1417.8843448503321
248,21885.011591159095,14.988408840905322
249,46804.18855385899,1395.8114461410078
250,47096.916554164,1403.0834458359968
251,49628.45280410737,-928.4528041073718
252,21394.814795445745,5.185204554254597
253,21486.251488207286,13.748511792713543
254,21388.741799664247,11.258200335752917
255,46307.60555603681,1392.3944439631887
256,20897.906913723986,2.093086276014219
